,epoch,train_loss,test_loss,train_auc,test_auc,lr
35,36,0.21211728163287025,0.1385201612124133,0.9942383128517194,0.9875363465714602,0.00023837389521772463
36,37,0.20969192989473162,0.15053122178319808,0.9937286685090535,0.9876222287656274,0.0002351777324202624
37,38,0.21301377874994137,0.15367946622910514,0.993272018157771,0.9845274025543819,0.00023192353573474645
38,39,0.20487986351945592,0.13164332568091874,0.9942729844524649,0.9887264284049223,0.00022861353542503424
39,40,0.21395430513930822,0.1400683893138779,0.9938143609206522,0.9877663881629799,0.0002252499999999999
40,41,0.21197435884425708,0.1507698107983675,0.9945974317082218,0.9871943514054008,0.00022183523465881138
41,42,0.19733478951302263,0.14060501340926615,0.9940669280285221,0.9876206951550174,0.00021837157971106214
42,43,0.19929307044137845,0.13972143042751878,0.9942571990082231,0.9871345405916055,0.00021486140897284005
43,44,0.2071145574673753,0.1487102837477675,0.9945309073360598,0.986346264737998,0.00021130712813983207
44,45,0.20240627485939322,0.1329821796885954,0.994687070480881,0.988082311948667,0.00020771117313858086
45,46,0.2051047321684898,0.13877294113392433,0.994826038766796,0.9877234470658962,0.00020407600845702236
46,47,0.20166253415412286,0.14080815280185027,0.9945154037747508,0.9874305274393611,0.00020040412545544868
47,48,0.21232210648749722,0.1490250848856504,0.994348951902879,0.987488804642546,0.00019669804065905458
48,49,0.20699558859008169,0.1398109752327296,0.994705110988586,0.988511722919504,0.0001929602940332364
49,50,0.20998563667112047,0.13486552255995132,0.9950811428210619,0.988431975167777,0.00018919344724282677
50,51,0.20737995238559837,0.138174811789864,0.9947659977020903,0.9887632350595654,0.0001854000818964578
51,52,0.2052291554562255,0.13982730784652403,0.9951826206769024,0.988688088139669,0.0001815827977772549
52,53,0.19673345508738732,0.1364259912133586,0.9949153956565222,0.9877863251009116,0.00017774421106107598
53,54,0.2072098134231403,0.13311824300340824,0.9952232118192386,0.990122014060142,0.00017388695252351443
54,55,0.20583718928886974,0.13851317497598867,0.9951843119744997,0.9893904817991093,0.00017001366573689763
55,56,0.19021592484819247,0.15303047640773904,0.9947603600434326,0.9868201504165287,0.00016612700525851413
56,57,0.19893347540979586,0.14055019760094928,0.9947936222295136,0.9892677929502988,0.00016222963481131276
57,58,0.2105112060220165,0.13389228734623168,0.9951561236812106,0.9888000417142085,0.00015832422545832
58,59,0.2048678128827558,0.13142439050386565,0.99502927636141,0.9894441581704639,0.00015441345377202695
59,60,0.19693971101124405,0.1427648181239887,0.9952347690194872,0.9894441581704639,0.00015049999999999997
60,61,0.18321308461968513,0.1384796425654054,0.9952184198093795,0.9889733397131534,0.00014658654622797294
61,62,0.19059741699176597,0.12815052321636272,0.9952598566005143,0.9883460929736096,0.00014267577454167988
62,63,0.20193178691058947,0.14591610543314518,0.9947130037107069,0.9865180291263327,0.00013877036518868715
63,64,0.19692288105355543,0.12492488565459708,0.9958086826708521,0.990365858147153,0.0001348729947414858
64,65,0.19883369421623479,0.15085745216707697,0.9950098264390406,0.9880455052940239,0.0001309863342631023
65,66,0.19875751037812214,0.14235187362037577,0.9952491450490646,0.9884626473799797,0.00012711304747648546
66,67,0.1887753369449335,0.13077394082081206,0.995448718165551,0.9888659869704444,0.00012325578893892394
67,68,0.18923894530555313,0.1276959398582624,0.9956976207952932,0.9897922877789637,0.00011941720222274492
68,69,0.17700184715151754,0.13075953764443057,0.9952790246399509,0.9893705448611776,0.0001155999181035421
69,70,0.17879053514390464,0.13578869839755375,0.995222084287507,0.9889580036070522,0.00011180655275717312
70,71,0.1881345240782451,0.14087266368393558,0.9956764795753265,0.9897171408590674,0.00010803970596676351
71,72,0.19372066625208256,0.13187572109071832,0.9954808528199004,0.9896097881163581,0.00010430195934094532
72,73,0.16534372801833866,0.1327677416819906,0.9952175741605808,0.9882510091157815,0.0001005958745445512
73,74,0.20673174663234967,0.1339896728564342,0.9952618297810446,0.9894027506839904,9.692399154297756e-05
74,75,0.18866152823651727,0.12896949355447254,0.9955462496603311,0.9904302697927785,9.328882686141903e-05
75,76,0.18120465435350736,0.12827838895490665,0.9955566793288481,0.9900668040781773,8.969287186016785e-05
76,77,0.19421767135466445,0.1266327616230991,0.9955812031440096,0.98974781307127,8.613859102715987e-05
77,78,0.19406912224438957,0.1422641598680071,0.9953957241741676,0.9886022059455016,8.262842028893771e-05
78,79,0.18665368168683782,0.13573633021799034,0.9952784608740852,0.9901465518299041,7.916476534118849e-05
79,80,0.18426457926421322,0.13791959892854602,0.9956485731649704,0.9897754180622523,7.574999999999998e-05
80,81,0.19070838820975436,0.13463138307764802,0.9957731654213079,0.9892447887911469,7.238646457496561e-05
81,82,0.18785960404664664,0.13247217327448607,0.9954588659511351,0.9880761775062266,6.907646426525345e-05
82,83,0.17624617805682224,0.1415067303568217,0.9953931872277715,0.9881359883200216,6.582226757973741e-05
83,84,0.17475840272512935,0.1335347401745179,0.9957486416061464,0.9896741997619836,6.262610478227524e-05
84,85,0.1766000942863328,0.13559626078827094,0.9957356749912334,0.9894809648251071,5.9490166363196224e-05
85,86,0.17233216365389398,0.13307519920470176,0.9957802124946302,0.9894870992675476,5.6416601538049295e-05
86,87,0.1877703684962394,0.13256053035104237,0.9958047363097916,0.9893184021004331,5.340751677463753e-05
87,88,0.18442703413653191,0.13450013151847912,0.99564659998444,0.9894702295508362,5.046497434935072e-05
88,89,0.19713619252494263,0.14062460301092167,0.9952432255074737,0.9879672911529072,4.759099093378373e-05
89,90,0.18524987989690977,0.14229593806591564,0.9950273031808798,0.9869321039910683,4.478753621261113e-05
90,91,0.19758141756390019,0.14549372198042854,0.9950867804797197,0.987733415534862,4.2056531533662976e-05
91,92,0.1792378678288927,0.1303249397421769,0.995690291839038,0.9898214263805563,3.939984859112957e-05
92,93,0.1797985494658964,0.1296917199350363,0.9952240574680373,0.9899671193885188,3.681930814279535e-05
93,94,0.17705627718116107,0.13263782806256239,0.9958255956468255,0.9898444305397082,3.431667876218283e-05
94,95,0.18583448643603057,0.13051355946174717,0.995803890660993,0.9897171408590674,3.1893675626460304e-05
95,96,0.1745258372090114,0.13536951995855515,0.9955324373966195,0.989025482473898,2.9551959340945353e-05
96,97,0.1648479348900529,0.13466872804489669,0.9955704915925596,0.9892033813046732,2.7293134801008668e-05
97,98,0.19305433702185643,0.1367944206062116,0.9949791011993555,0.987289435263229,2.5118750092159106e-05
98,99,0.18315209621993242,0.13862484463781763,0.995109049231418,0.9872817672101784,2.3030295429063206e-05
99,100,0.17222836675364173,0.1299535119496632,0.9957765480165025,0.9893092004367723,2.10292021342264e-05
100,101,0.19985265346683556,0.13456000467941118,0.9954881817761556,0.988944201111561,1.911684165703618e-05
101,102,0.17691276035164533,0.12620408941902242,0.9957077685808773,0.9904364042352192,1.7294524633839007e-05
102,103,0.1889532484472162,0.1403689702967003,0.9955459677773982,0.9891067638362349,1.5563499989695862e-05
103,104,0.1749713622213581,0.12893789662480723,0.9956964932635616,0.9897386114076092,1.3924954082431148e-05
104,105,0.18752695212226222,0.1356801340362236,0.9956265862962048,0.9899671193885189,1.2380009889562629e-05
105,106,0.18208491683544265,0.12629138831937275,0.9958298238908189,0.9901894929269879,1.0929726238668336e-05
106,107,0.17648228802793628,0.12693285110749697,0.9956172841594194,0.9907339246935847,9.575097081719338e-06
107,108,0.19627255709252941,0.1320995660389171,0.9959160800682834,0.990039199087195,8.317050813874543e-06
108,109,0.18007782015990034,0.12853915590804427,0.9958546295889131,0.9907492607996858,7.1564496372051515e-06
109,110,0.19393334609936239,0.12629763988703027,0.9956141834471576,0.9909547646214436,6.094088969784284e-06
110,111,0.1653952971911728,0.12998007573764023,0.9958816903504707,0.9894472253916842,5.130696900547352e-06
111,112,0.18505679149470405,0.13243703679772723,0.9959087511120281,0.9900530015826862,4.266933690296047e-06
112,113,0.19780803598584185,0.1288423588032324,0.9956612578969504,0.9896726661513735,3.5033913191888e-06
113,114,0.1882507683096623,0.13620992460671594,0.9955442764798008,0.9886911553608893,2.840593081026919e-06
114,115,0.2115357646756695,0.13259120542013977,0.9955690821778952,0.990413400076067,2.278993224615347e-06
115,116,0.17384794313694965,0.14134430784743637,0.9956860635950447,0.98869882341394,1.8189766424431262e-06
116,117,0.17346352597889927,0.1284092313272665,0.9957816219092945,0.9903612573153227,1.4608586068973692e-06
117,118,0.19093363856902199,0.1203710394008979,0.9959747117183245,0.9913826419816704,1.2048845541912117e-06
118,119,0.1821751057595323,0.12772204164565532,0.9958337702518794,0.989806090274455,1.0512299161541895e-06
119,120,0.17598071759247735,0.13432521148362764,0.9957852863874223,0.9890822260664729,1e-06
