GeneSym,PhosphoLog2FC,n_phosphosites,n_sig_phospho,ProteinLog2FC,ProteinSig
NIFK,0.6160891841657161,7,0,0.1142857915575739,False
PSMD1,0.6156490956271474,4,0,-0.0090893840576598,False
MGME1,0.6154089909853013,1,0,0.09554711953848383,False
ARHGEF1,0.6151346680288725,1,0,-0.027522349510107347,False
IFIH1,0.6144944384413549,1,0,-0.02330366552765284,False
SHCBP1,0.613457253036073,3,1,0.8566521852467766,False
ANKRD27,0.613439475589729,3,0,0.15409554392478242,False
DNMT1,0.6134145021366004,8,1,0.3674856519712222,False
PRPF40A,0.6132235644316155,9,2,0.06274939897540222,False
GNG12,0.6130090314904683,3,0,0.16361969387941144,False
NOP2,0.6128385102029569,5,0,0.18761842250117766,False
UBQLN4,0.6128288192876106,1,0,0.04327829560046581,False
BCR,0.6126303388794483,2,0,-0.17526973973211213,False
RBM4,0.6116424662678206,1,0,0.0779098686637063,False
STIM1,0.61134907088434,14,3,0.1413924035639198,False
STOML2,0.6107267462700534,2,0,0.08471468196842835,False
UIMC1,0.6104709180997817,6,1,0.057119698313687906,False
GAS2L3,0.6097984945558235,2,0,0.05822274242549241,False
RTN4,0.6097753862611973,9,2,-0.13211425687900302,False
ZC3H4,0.6096703942341581,9,1,0.15748047026310275,False
PPP1R3D,0.609574728751101,5,0,0.05007018368780791,False
RB1,0.6092860684129975,13,1,-0.05711028419068853,False
SPICE1,0.6092543844323508,2,0,-0.050654125999159305,False
RBM4B,0.6092210920017074,1,0,0.08664142267192787,False
TRMT2A,0.6090117659291678,1,0,-0.024490136041496413,False
PABPN1,0.6090077346235976,2,1,0.12164024092179915,False
ARFIP1,0.6084798894964267,4,1,0.09118357435220048,False
PSMF1,0.6082837208814595,3,0,0.297146750583984,False
UBTF,0.6082728136739313,1,0,0.03228718794458274,False
MYO19,0.6079273448089424,1,0,0.08839264966204041,False
CCNL2,0.6078052372400409,4,0,0.048777519602037245,False
INCENP,0.6070163386905346,20,1,0.7132534945531042,False
PTPN1,0.6067610049903139,7,1,-0.04373708859994352,False
ARFGAP1,0.6067302648000392,11,1,-0.2121381488679468,False
NCAPH,0.6065313660590448,1,0,0.18895462395316898,False
TFPT,0.6062401451888615,4,0,0.6530839302135973,False
NUP93,0.6060791190782547,3,0,0.1787897256698514,False
MTM1,0.6058521369861118,3,1,0.040182500209212435,False
MCM6,0.605388406228245,5,1,0.2652735209467778,False
CRK,0.6053304622038702,1,0,-0.1975924130670137,False
C2CD2,0.6049722542809152,3,0,-0.03522676039354167,False
FAM102B,0.6041071300935613,5,1,0.04164065831501418,False
DNAJC9,0.6036179922996148,1,0,0.1268247024361564,False
PTDSS2,0.6022650993126248,2,0,0.4717003054874489,False
GPATCH4,0.6021921672440816,3,1,0.311784100608147,False
CPSF4,0.6016182212223052,3,0,0.14571873118248035,False
TRIM24,0.6012574182005294,7,1,0.28538267199572687,False
SDAD1,0.6009028726991623,1,0,0.18703507943699194,False
SLC35F6,0.6006768593474341,1,0,0.15801540709587059,False
PBDC1,0.6006312123110966,1,0,-0.39001046135341966,False
MSTO1,0.6003356389766878,1,0,0.10214092685974663,False
HNRNPK,0.6002917036671376,7,1,-0.004817142288189302,False
CEP131,0.6000923476364287,17,0,0.411215396548517,False
SLC17A5,0.5999507313278762,2,0,0.03481267892870221,False
NGRN,0.5992769806649356,1,0,0.27264045332178455,False
UCHL3,0.599264644091793,1,0,0.13763973219279535,False
FUBP1,0.5973252192275602,2,0,0.09847825824867584,False
ZNF687,0.5972510711040355,16,0,0.1010438209162885,False
NFATC2IP,0.5972347442853035,10,2,-0.29279358603197636,False
BCL7C,0.5968492085490142,4,0,0.20652902234519388,False
GPS1,0.5958196735067448,3,0,0.08489695056273305,False
PALB2,0.5943426326832508,7,1,-0.0072159799754025755,False
NONO,0.593565930326946,2,1,0.11453733672391309,False
ZNF512B,0.5935641896840531,4,0,0.04050207337870759,False
TCEAL4,0.5932725724325643,1,0,0.006979497702388926,False
PWP2,0.5932650479901262,2,0,0.1406299255894652,False
CLDN12,0.5930676402243797,2,1,0.07622181050082233,False
AP1AR,0.5930454510952003,2,0,-0.06220393015368586,False
KIF20B,0.5923421832058627,3,0,0.7201456224971636,False
SLC45A2,0.5920030565305332,1,0,0.018249546010352447,False
RAB6A,0.5919187995140405,3,0,0.06585221596978386,False
CYFIP1,0.5916809305359134,2,0,-0.0052322030669103015,False
MFAP1,0.5914981551581482,8,1,0.1383208813598067,False
CWC22,0.5905364358547861,7,1,0.0619918386202869,False
DMAP1,0.5903899215179198,2,0,-0.4781001662380113,False
PRKAR2B,0.5902994654904692,2,0,-0.03480702558958626,False
FKBP4,0.5899423839235908,5,1,0.14485529410976028,False
OCIAD1,0.5898118893538378,2,0,0.22824598531406792,False
PHRF1,0.5896613954557498,20,4,0.4422047650778822,False
WDR3,0.5894257745391958,2,0,0.14650185696329743,False
SMPD4,0.5894089251322138,3,0,-0.20525494798377864,False
DUT,0.5890610174291808,3,0,0.36781039007766836,False
PNPO,0.5884982605756619,1,0,0.32003855666371095,False
INTS9,0.5883005529686542,1,0,0.13886286719606034,False
YRDC,0.5877703286515121,2,0,-0.017163333863148722,False
STMN1,0.5876053951507998,5,0,0.25808024901633075,False
DCUN1D5,0.5876047317533946,1,0,-0.07770072193875421,False
PEBP1,0.5866089686882816,2,0,-0.09500136158818506,False
CARHSP1,0.5865225503241428,6,0,0.09642056604258187,False
SFPQ,0.5863737265326527,2,0,0.11172734670392259,False
PI4KB,0.586224425211209,4,0,-0.020209228683341962,False
LENG8,0.5852750665717288,1,0,0.023621404164792636,False
USP15,0.5851486283302165,3,1,-0.0018761973958199007,False
ZFYVE19,0.5850237652318834,3,0,-0.10468063983488918,False
TANC1,0.5847967009316208,9,1,0.14377621578724487,False
RPL34,0.5844591790026961,1,0,-0.7574452979471396,False
ABL1,0.5841392406834807,1,0,-0.006722982456963678,False
ZC3H7B,0.5840154110673872,2,0,-0.17388235747533898,False
GON4L,0.5827020802754355,6,0,0.16125147251085892,False
MLANA,0.58269628346053,4,0,1.2988668247867992,False
BUB1,0.582267704447335,4,0,-0.07969337141920363,False
MCMBP,0.5821984782995576,3,0,0.20204076346734823,False
FOXK1,0.581174669264394,14,2,-0.025763825344256475,False
PRDM10,0.5811584152933733,1,0,0.07803981325525555,False
CDK9,0.5796516493213026,1,0,0.13418039800281534,False
CSTF2T,0.5794782451104012,1,0,0.1368272937272188,False
YTHDF3,0.5780613006399555,1,0,-0.08421176569826372,False
CLIC1,0.5779648342186459,2,0,-0.2947630809200774,False
SRPK1,0.5778712823596214,3,1,0.05191283589267215,False
SUGP1,0.5775777202547386,3,0,0.27351238590480875,False
KLF16,0.5768913198461973,2,0,0.17578448688998805,False
ACLY,0.5767543195395319,2,1,-0.031962204329825994,False
MPHOSPH8,0.576441850594952,7,2,0.04837317905723637,False
KIAA0319L,0.5760423319019612,2,0,-0.32889805589251964,False
SMAP2,0.575321030862245,2,0,0.033742990700144304,False
PWWP2A,0.5752204283863325,2,0,0.02619538808478694,False
PRKRA,0.5740916428957981,1,0,-0.2581333658243068,False
CPSF7,0.5732361001704902,2,0,0.04445455819010036,False
LRRC16A,0.5727435399750771,12,2,-0.13841146024891415,False
CREB1,0.5726126356512804,2,0,0.03496130169834899,False
MAP2K2,0.5704690259394193,6,0,0.04671196422516033,False
MDN1,0.5699098841450218,3,0,0.16839295367842055,False
CHEK2,0.569685328925349,3,0,0.3117368560937166,False
ZNHIT6,0.5694725242683063,1,0,0.21174626467863433,False
MINA,0.5692913220901801,1,0,0.006902001078223918,False
SLC9A1,0.5691227252369003,5,1,-0.3870783608718966,False
ZFC3H1,0.5689277294964471,12,1,0.15388815599933992,False
UTP20,0.5689234585560167,3,0,0.357791201501346,False
TBC1D15,0.5688041007406106,2,0,0.09906332431737042,False
BCL7B,0.5684546002476528,3,0,-0.22950211854624314,False
SPECC1,0.567514495261906,10,1,0.26116642617601826,False
CYGB,0.5673023507305928,2,0,-0.24376406644432436,False
PRPF4B,0.5671794161784391,16,2,0.17938890815447905,False
DNAAF2,0.5670451928701858,1,0,0.11130542876397698,False
NBN,0.5670108816777049,8,1,0.06972780260937128,False
CDYL,0.5664987356693013,3,0,0.10448098815623297,False
PGRMC2,0.5663819416450462,4,0,0.1355165506235032,False
ZEB2,0.5662611463056761,18,2,0.05623802121234789,False
TRAPPC10,0.5659562161076401,4,1,-0.10278194630164705,False
KIF22,0.565777230290248,2,0,0.6814202197611863,False
PTPN2,0.5655029462254983,2,0,0.21132883711747397,False
ANK3,0.5654568131890567,2,0,-0.0042470329203609936,False
WARS,0.565025898247896,1,0,0.0385574567328284,False
VASP,0.5644361523858947,2,0,-0.36266880248386,False
POLR1E,0.5641900171437797,1,0,0.2210827528065451,False
ARHGEF10,0.5638580455724315,6,0,-0.1145986730467854,False
SEMA4C,0.5638415651454283,4,0,0.7584291952678122,False
SCRIB,0.563792875296926,27,3,0.17359678414055324,False
MICALL1,0.5636270676408677,14,3,-0.1940949025176515,False
INTS5,0.5635346143190603,2,0,0.06476687165139339,False
PEA15,0.5630954618138683,3,0,0.1915573020230319,False
HNRNPL,0.562729908240461,3,1,0.001783387084078214,False
VPS13D,0.5626066510440612,7,1,-0.05442354157284868,False
HMGXB4,0.5624186549949753,7,1,-0.021816578768977024,False
PKN2,0.5621378289303307,9,0,0.10402650317088558,False
CCDC86,0.5620209833984139,15,2,0.1267056788965668,False
AASDHPPT,0.5619316102374903,1,0,0.7659483635616482,False
CDCA3,0.5611486550459737,8,1,0.5767718466288017,False
CDCA2,0.5606454479883415,7,1,0.7888837514530458,False
CHD8,0.5602190116002319,11,1,0.12991311760900004,False
ZC3H8,0.5594810958486001,3,0,0.47998124078247884,False
NFKB1,0.5589676443186384,1,0,-0.1653431714137561,False
POP1,0.5587494813502415,3,0,0.10017076473987174,False
REEP3,0.5585871366010684,4,0,0.00723932120331483,False
MRTO4,0.5582542608117791,1,0,-0.0035929398248271127,False
SNRPA1,0.5582183139245487,1,0,0.09271619866521519,False
PSMD2,0.5574157475576982,2,0,0.09743888270334722,False
ANKS1A,0.5573663528286907,7,1,0.07651477040871058,False
FLVCR1,0.55720347292106,1,0,-0.0011438250501001335,False
NOL6,0.5571632751846654,2,0,0.1127188995508348,False
SEC62,0.5570889708599651,8,1,0.21026636704832669,False
HSPBP1,0.557014879185008,2,0,-0.0667858914042121,False
MECP2,0.556895100243457,6,1,-0.10867732826818255,False
SEPT10,0.555966633856201,1,0,0.07364661144760376,False
GABPA,0.5551295484156,1,0,-0.3471735551983066,False
BET1,0.5548945843118993,1,0,-0.1328243379664542,False
LIMD1,0.5544717935394751,5,1,-0.11265034598925894,False
RAB3IL1,0.5544261182137143,3,0,0.04000231473138882,False
IKBKAP,0.5542361997263683,1,0,0.011507347536479529,False
PLCB3,0.5540300228178765,1,0,0.15006810590325514,False
SETD1A,0.5536654543094954,6,0,-0.2850615461304393,False
PDZRN3,0.5536234519529746,2,0,0.06036176444267127,False
MPDZ,0.553288382070827,7,1,0.09926704450856505,False
ESCO2,0.5527820550737372,4,0,0.04074100175835227,False
TRPV2,0.5526021664559663,6,1,0.07358685711727375,False
ITPR1,0.5524476644121137,2,0,-0.571736933774627,False
SF3B3,0.5522207324829917,2,0,0.13187391488803613,False
EEF2,0.5508832539702553,3,0,-0.12828675551214275,False
HSP90B1,0.5506568931673783,1,0,-0.06064083043209223,False
ZDHHC18,0.5503646514305398,2,0,0.0324215277094666,False
G3BP2,0.5503233015215278,3,1,0.203215762130597,False
SAMD4B,0.5497519318706677,3,0,-0.01778035922128396,False
PNKP,0.5494583448419963,2,0,-0.009661036812357082,False
SOGA1,0.5492120832071841,2,0,0.10475241168865779,False
ADNP,0.5491406485997403,9,1,0.0959394924522563,False
TRAM1,0.5489212495103217,1,0,0.19621490595602964,False
RANBP2,0.5483400788745113,23,2,0.09025218705581395,False
FLAD1,0.5482501893648646,1,0,-0.4144119476017103,False
PDE8A,0.547817223904632,2,0,-0.34936647936594767,False
USP36,0.5473765569170327,12,0,0.4357363957870213,False
GDAP1,0.5468002156588696,1,0,0.11175360967946091,False
EMG1,0.5464656189309096,1,0,0.10631728117061101,False
NEDD1,0.5464636455350345,3,0,-0.2685979377087726,False
TNRC6B,0.5462368765550494,4,0,-0.03669241249761512,False
KAT6A,0.5459814674279114,7,0,0.03321537243513362,False
TOMM20,0.5459003992583398,2,0,0.12928140509988495,False
HIST1H1D,0.5456048765377943,2,0,0.01599180781544618,False
ATF7IP,0.5453398055392693,10,2,0.16263056968355016,False
SLC4A2,0.5450832585479577,8,1,0.8567387893144449,False
NOSIP,0.5443046614951719,2,0,-0.03620618277003018,False
SIX4,0.544168836586536,1,0,0.03550034008726399,False
SMNDC1,0.5436509994223861,1,0,0.07213908196058583,False
ECT2,0.5435726432467476,1,0,0.43725858904043235,False
CHAMP1,0.5432214794831636,40,2,-0.19148948548853895,False
SLC7A5,0.543029486601327,2,0,0.25262166534423613,False
CLIP1,0.542901876381487,6,1,-0.1760053698110582,False
SEC14L1,0.5426653126205405,2,0,-0.05027011110250612,False
EPHA3,0.5424656370442804,1,0,-0.13997578921686227,False
TBC1D13,0.5420421800279414,1,0,0.002677486639253601,False
MTA1,0.5418469821037981,5,1,-0.1558280130556895,False
ZNF326,0.5413588849352653,2,0,0.27573139474180053,False
VPS13C,0.5409586967336262,4,1,-0.2571042588807586,False
RFC3,0.5408027170417427,1,0,0.3399371585551947,False
MPP1,0.540767977458005,4,0,0.2621527540063653,False
TMEM87B,0.5406152204736259,1,0,-0.28291268992299123,False
TMEM106B,0.5402159248464358,2,0,0.30355558205829425,False
MPZL1,0.5401531893922767,3,1,0.04857175826867888,False
POLR2A,0.5393207598728089,22,2,0.09229167564060958,False
TDRKH,0.5373900200234871,1,0,-0.07756499952091644,False
GAB2,0.5369106614087725,7,0,0.021037012159972335,False
MCM3AP,0.5368332696513789,5,1,0.006692857465282032,False
CLPX,0.5366212242265469,2,0,0.033828990654679814,False
COIL,0.5365505941391829,7,0,0.06685082964894562,False
WDHD1,0.5359227452118518,5,0,0.5911075829744163,False
LARP4,0.5353859605845095,4,0,0.23343271354841377,False
GPRIN1,0.5352789698514435,12,1,0.09833335128942977,False
SMG9,0.5350357020912906,2,0,-0.39425482574103654,False
ZC3HAV1,0.5350231165999958,10,2,0.20340055192717443,False
DOCK7,0.5349586868388334,21,2,-0.11055379621279471,False
CCDC97,0.5348555378661235,2,0,-0.009833714434073215,False
TSPAN10,0.5347210212585061,5,0,0.6423583505938879,False
NUP35,0.5341458963666993,7,0,0.27307756572291453,False
CDCA7,0.5319499971725108,1,0,0.05037253943602238,False
RSRC2,0.531706462814126,10,1,0.03798784768689245,False
PHF3,0.5316967024168172,13,1,0.08328044771549159,False
ARHGAP25,0.530945811043304,3,0,0.2416029078087618,False
DDX20,0.530456621012752,6,1,0.5574402916984447,False
RIF1,0.5304369958842506,28,4,0.4561559995984794,False
SMARCA1,0.5294722654753296,3,1,0.06666305231141578,False
RMDN3,0.5287262176963701,1,0,0.053574956314541566,False
PYGO2,0.5286477364166053,2,0,0.05785301991765124,False
VAMP3,0.5284007485246095,6,0,0.09164346601451001,False
HSPD1,0.5279772338871673,3,0,0.21119254845757496,False
DPP8,0.5262739955541065,2,0,-0.03408431233988907,False
AMOTL1,0.5254338745511742,4,0,-0.09404498841066555,False
RTN3,0.5254201220534528,3,0,0.07763683688781953,False
DSN1,0.5246747208288574,7,1,0.23013969684458857,False
BAZ1B,0.5243439584196923,16,2,0.27452430143937434,False
UVRAG,0.5242693614940777,3,0,0.032658555512508514,False
SNX19,0.5236986957674539,3,0,-0.023539279017615655,False
TTC4,0.523247634933977,1,0,-0.07400143067052412,False
PRDX2,0.5230484379513811,1,0,0.082235516222525,False
DMXL1,0.5230021414441772,8,1,0.024347163682822526,False
RNASEH1,0.52298327203731,2,0,0.005097759885060782,False
CDK7,0.5222061466069636,2,0,0.033306571008356656,False
MAGED2,0.5221360889098668,9,1,-0.12450811100577042,False
TRIM2,0.5216579636689067,4,0,0.45794994402319844,False
WDR75,0.521579741731796,4,1,0.12392260342512529,False
PRPF38B,0.5212642197039318,11,2,0.07833331044895075,False
POM121C,0.5208130286696171,13,1,-0.0025671086616654293,False
FARP1,0.5207850033603572,7,0,-0.20084365020658268,False
SMAP,0.520526627424271,3,0,0.0021174433462647357,False
ASF1B,0.520238655609571,1,0,-0.004852968583286099,False
PLD1,0.5197938470833018,3,0,0.21740024769110988,False
DNPH1,0.5197072994201193,1,0,0.05222584024828336,False
AMPD2,0.5196713998093481,4,0,-0.20891931763715021,False
XRN2,0.5196169966416655,10,3,0.04962103776320248,False
NUP210,0.5195618791946508,1,0,0.2915393457882338,False
PAFAH1B2,0.518775137239988,1,0,-0.11011876098021744,False
ZC3H13,0.5185739879559685,45,0,0.5571553372426408,False
RAD23B,0.5185419034507189,3,0,-0.033730317214356376,False
AKAP17A,0.518457710295003,1,0,0.31556637639631546,False
SRFBP1,0.5180213860384674,6,0,-0.14744854693838505,False
UNG,0.5174767624520579,3,1,0.22253170381948806,False
TP53,0.5174479575304627,2,0,0.08220792918644904,False
SNX9,0.5168814272089115,1,0,-0.20614260038825805,False
STK35,0.5168088348720659,1,0,0.07455369627056285,False
KDM5A,0.5167575274061047,4,0,-0.1588361195634782,False
OSBPL9,0.5167451393962033,3,0,0.11599653309926694,False
CCDC94,0.5159952619435817,2,0,-0.057379341717691545,False
ATP5A1,0.5158288788467926,4,1,0.08580658046509626,False
MBOAT7,0.5153557120644408,2,0,-0.05110121891608088,False
HNRNPD,0.5152654089166666,8,1,0.08959307336405331,False
KRR1,0.5140156128049327,1,0,-0.1009753356615235,False
TTC7B,0.5131884841578872,7,1,0.011136468104712804,False
SMARCAL1,0.5128789917431327,3,1,0.13934015328984373,False
SPAG7,0.5125634870778892,2,0,0.014219393838267536,False
ELF1,0.5123971397680398,4,0,0.07727679378471564,False
CIZ1,0.5113498363138819,3,0,0.040517848295625214,False
RELL1,0.5108500974608482,5,2,-0.2925423696925691,False
METAP2,0.5107782795711682,2,0,-0.1773521695202085,False
INO80B,0.5105342016612902,5,0,-0.02418520675586322,False
USP24,0.5105189530068448,8,1,0.08011524098047929,False
PPIP5K2,0.5104797363430656,9,1,-0.04101337357156254,False
TPD52L2,0.510452840540185,9,1,-0.2161283988067808,False
BIRC7,0.5103409944725197,2,0,0.24465348804079667,False
MAP7D1,0.5101786359329477,25,1,-0.3400681335885736,False
PHACTR4,0.510162586171488,11,1,0.2791825216528103,False
PIAS2,0.5097648781799062,2,1,0.03234566475674683,False
KIF1B,0.5094765238804335,4,1,-0.38844148692014,False
SCAF11,0.5091709857933595,16,0,0.19902550422231258,False
HN1,0.5087298893033925,7,0,0.34655764908161757,False
SOX13,0.5084347184668988,7,0,0.4099173086084704,False
DCTPP1,0.5084232136819509,1,0,0.49262417114083235,False
UBXN1,0.5078372417983488,1,0,-0.15778340745251285,False
BMS1,0.5068468319702202,4,0,0.20158293130553417,False
RFC1,0.506726543176463,12,1,0.2098719883312299,False
EYA4,0.5067136103214729,1,0,-0.20452440726363363,False
PHF20,0.5062994074489033,1,0,-0.028198348776776072,False
SLC29A1,0.5058223308499153,3,0,0.3724330415857082,False
EPRS,0.5058077552282263,5,0,-0.022263973996363262,False
OSBPL10,0.5049040962895486,2,0,0.022112669186917344,False
KIAA0930,0.5047159716496271,12,2,0.16280197384237738,False
KIAA1143,0.5047133939861013,2,0,0.0574240129452015,False
HIST1H1E,0.5044322085834672,5,0,0.2106208061346848,False
NUP214,0.5043425325544867,12,1,0.04619592922083271,False
FARP2,0.5039669450515684,6,0,0.4209260404217403,False
FOSL1,0.5036580373132207,2,0,-0.7515897643816203,False
PPFIA1,0.5034409847065469,19,1,0.030979286359940517,False
TP53BP1,0.5029244342781215,57,9,0.03076960698798814,False
SEC22B,0.5028732844702173,2,0,0.03674026135087516,False
COPS3,0.5026000222032732,2,0,0.1401528057877428,False
RRP1,0.5023581354914839,2,0,0.2360494958588788,False
PRKAR2A,0.5020522904821488,3,0,-0.019853868860518986,False
NUP107,0.5020381170419999,4,0,0.08361113881784021,False
RGPD3,0.5018914959037483,21,0,0.21780735283925878,False
KLHL22,0.5016505779356955,1,0,0.01556956982905433,False
ANKRD17,0.5015498270150291,9,1,0.026868168908336543,False
SRP72,0.5013727981922109,3,0,-0.06407612106663763,False
RAF1,0.5010854697105908,3,1,-0.031896154309283276,False
DBR1,0.5006898129216157,2,1,0.318202425431501,False
HNRNPDL,0.500660925619286,1,0,0.2613504198564556,False
PTPN13,0.5005443331637196,11,0,-0.3392551474891867,False
CENPU,0.5003160257185861,6,0,0.5420484675195532,False
ALYREF,0.5001797618101946,2,0,-0.026855351873987132,False
RBM17,0.4998475859812744,6,1,0.188863290252975,False
TESK2,0.49944159975498553,3,0,-0.07188220274857215,False
CHD4,0.4994003681191765,21,2,0.07385175357099527,False
SUPT16H,0.49908452323278407,4,0,0.12726787784785998,False
PNN,0.49848723317131155,11,1,0.10020727500430482,False
NSMCE4A,0.4983713009695272,4,0,-0.015614060687212827,False
RBMX,0.4980818699666614,7,1,0.20198799780051857,False
CSNK1A1,0.4976857209426946,1,0,0.045018690394005745,False
TTF1,0.49733418705589616,5,0,0.07328593296078623,False
DPYSL3,0.4973073825418499,2,0,-0.1919381754744549,False
OSBPL8,0.4962825965544247,7,1,-0.17930665525833334,False
SCAF1,0.4961382987165584,17,0,-0.08952373656408241,False
SENP2,0.4959321869163542,2,0,0.04726994761399794,False
STX7,0.4956337668324717,9,0,0.09440349142973048,False
USP20,0.495233180221922,5,0,-0.024561933598224783,False
MTDH,0.49519480040044855,10,0,0.07689577479656862,False
BAG6,0.4949415571997278,5,1,-0.011616864962800122,False
FTSJ1,0.4947627250864848,1,0,-0.023525756340490034,False
YEATS2,0.49471599198148297,11,2,0.042568609759957354,False
WDR48,0.4946294811107066,1,0,-0.16596566655227818,False
RIOK2,0.4942636135061467,6,0,0.13079204581431014,False
NR2C2,0.4941122171399286,3,0,0.01615340486038619,False
COL19A1,0.49387096804264274,1,0,-0.3128137838617171,False
ZC3H18,0.49371922499142745,23,1,0.25293289276482156,False
NHSL1,0.49319274213498426,23,2,-0.24168258956831323,False
CIT,0.49314923757396895,6,1,0.9235140443619905,False
GLRX3,0.49298415910270066,1,0,0.0650508723497687,False
EXOSC9,0.49298062976547996,1,0,0.22813265421233098,False
SOX6,0.49291867311655047,10,1,-0.013273897467669826,False
PSEN1,0.4929176969762876,4,1,0.046516312815221283,False
TNIK,0.4921767113404937,7,0,0.20324210336002935,False
MIS18BP1,0.4921594483863956,7,0,0.1515814666621189,False
FOXM1,0.49200431423131086,2,0,0.3799653468152471,False
SUPT5H,0.4916278215205523,3,0,0.03802577548912467,False
KIF20A,0.4908943267174995,3,0,0.4557228051279054,False
ZMYM2,0.4906036448983831,3,0,-0.11362981040016606,False
PCM1,0.490468358256624,41,2,0.21872818012295525,False
TMBIM1,0.49041234687604174,2,0,0.08252567093000707,False
ZMYND8,0.4901075980953097,20,2,0.1112844417399046,False
PQBP1,0.4899783779350173,1,0,0.09334989711895147,False
SLC43A3,0.4895106457416709,1,0,0.452300285638362,False
AKAP1,0.4894977456495186,7,1,0.6661600560085112,False
WRAP53,0.4894091901424775,8,2,-0.14087364366503863,False
KPNA2,0.4889408787605814,3,0,0.5303492573432784,False
NDE1,0.4886402812251678,4,0,-0.5297720219393582,False
CTTN,0.4884001335511743,15,2,0.1891276228286891,False
YES1,0.48833381764064754,1,0,-0.103465537880016,False
WHSC1L1,0.48831198565816347,4,0,0.34431836341519073,False
ITPR2,0.48787939894945254,1,0,-0.011529264816005025,False
SAFB,0.48768089304203144,7,0,-0.009004071292117999,False
LAMTOR1,0.48766143962339026,4,0,0.2653966565424817,False
GNAI3,0.4874757559203502,1,0,0.0671207613096243,False
IFIT3,0.48737470055665,2,0,1.4858621618100187,False
WDR62,0.48718041762632047,9,1,0.09050375579119319,False
MDC1,0.4868470443272175,45,2,0.24432617838556325,False
RSL1D1,0.48595259852167555,13,0,0.24749199476372752,False
DDX41,0.4858783008310201,4,0,0.054983798128006356,False
HSPB1,0.48581217565079415,5,1,-0.10344061557895401,False
KDM2A,0.48528511963721205,6,0,0.078203596660682,False
KANSL2,0.4852629065185532,1,0,0.025441535582011454,False
SRA1,0.48522246581549666,1,0,-0.0034692486641816345,False
SEC23IP,0.48488589180448827,1,0,0.043162154619480475,False
RRM2,0.48401169007255085,2,0,0.30378429176161603,False
LENG1,0.48397029767573585,1,0,0.028417902461782774,False
ANKHD1,0.4838760839845264,2,0,0.2438778065611622,False
CTTNBP2NL,0.48380399214087316,6,0,-0.07447539350647148,False
TMUB1,0.48320268117966503,4,0,0.11214792192435397,False
YBX3,0.48299246001224966,7,0,0.2840179703174286,False
MBD1,0.48294939699898976,3,0,0.2030751686076684,False
PFDN4,0.4823652720886962,1,0,-0.052769072847681286,False
EEF1B2,0.48169599478507763,3,0,0.0011146902452274787,False
PPP1R7,0.48152212821828133,4,0,0.028475825374737695,False
FOSL2,0.48124224130559107,7,1,-0.42932526344209165,False
FBXO11,0.48091255707165814,1,0,0.00809325674660144,False
BHLHE41,0.4807204906792375,2,0,-0.1196238707942392,False
SRRT,0.4806353812398119,6,0,0.05062612337832206,False
ARID2,0.4806312636581902,4,0,-0.015145829879003259,False
GSG2,0.4802574930347383,2,0,0.009248426200038296,False
AKAP12,0.48019270651524565,28,1,0.3771025879752834,False
TWISTNB,0.4801918151206426,4,0,0.3668714093475387,False
HSPH1,0.4798386072076776,3,0,0.012464189309568496,False
YTHDC1,0.479648353236648,2,0,0.23879145960151504,False
CHM,0.4795706181539572,1,0,0.03482579191551949,False
RECQL5,0.47928773651629,4,1,-0.030449308181474066,False
CASP2,0.4792568502372454,2,0,-0.31250397703927035,False
GFPT1,0.47918201715548037,1,0,-0.13036438207195644,False
IGF2BP3,0.4787479778821435,1,0,0.005769992622020936,False
NCKIPSD,0.47853763701325747,3,0,0.06724400908446171,False
MTA2,0.4784853785095251,2,0,0.12201225172130137,False
OTUB1,0.4784616767028105,1,0,-0.12683920173375896,False
RAB12,0.47822963363377724,1,0,0.05828524742992158,False
AUP1,0.47738808627708273,2,0,0.0198930073007908,False
CRELD2,0.4770380015542628,1,0,-0.09704079771456264,False
PPIG,0.476040768546722,14,1,0.14100550518066512,False
C9orf142,0.4756670623426018,2,0,-0.14827774602925103,False
NSUN2,0.47531642017040543,4,0,0.04842670358043932,False
SURF2,0.47446661207584206,2,0,-0.06699704240762827,False
SRSF3,0.47422521439871507,6,1,0.1554617889813592,False
CCDC9,0.47387231239342276,8,0,-0.13142010786751257,False
TLE1,0.4737748280314662,1,0,0.004445180470479926,False
NDC80,0.4733470185257289,2,0,0.04182042672285036,False
MUM1,0.47311144796381654,1,0,0.0385376416337877,False
CFDP1,0.47309583219935547,1,0,0.042902777342938236,False
ZBTB21,0.4730063625488181,13,1,-0.0749770666571763,False
NEK9,0.47298170425886443,4,0,0.1315421025225163,False
BRD7,0.47293324597304104,3,0,0.017344170768890166,False
ETFA,0.47278867940651637,1,0,0.03841142009769172,False
PTMA,0.47200649157041735,3,0,0.26241732846024135,False
BRD9,0.47177917206501085,4,0,0.16705940052427337,False
SERBP1,0.4717747532904575,4,0,-0.005286503335966586,False
ARL6IP4,0.4714577429555078,2,0,0.052591904433164416,False
EAF1,0.47132853076031367,1,0,0.046057135543598804,False
DBN1,0.471291042682466,11,1,0.011235139636298186,False
RRP1B,0.47093490525438725,11,0,0.17879243772182463,False
CHD1,0.4705519173221328,15,1,0.17058238772635903,False
MSH6,0.47051177776155806,10,1,0.13565896403747857,False
SOX5,0.470308934933007,12,3,-0.3366524264656334,False
