,ProteinFoldChange,PValue,AdjPValue,Significant
ADD1,0.24185368761746773,0.16123385102198673,0.7514444725590148,False
BSG,-0.009455996857482774,0.9517440679395976,0.9936382978877489,False
TIMP3,-0.41239490781290655,0.46670028995047425,0.9027172085803488,False
ADRBK2,-0.11568752604969035,0.4459418270078372,0.8937143094373057,False
FUS,0.08132324965363225,0.5730029798764958,0.9426811085231039,False
NUP214,0.04619592922083271,0.5237519402922334,0.9283883178018956,False
DEK,0.02999572155687602,0.8670110040558534,0.9855253681560873,False
SOX5,-0.3366524264656334,0.27793023990536675,0.8435505643804808,False
SOX6,-0.013273897467669826,0.8741249009362788,0.9864997068182194,False
MYH11,-0.041560342443819565,0.7217683673713422,0.9697951848439991,False
CHKA,0.09183533863347293,0.7399996067707612,0.9732623744879622,False
PPM1A,-0.021095017487574808,0.8188745517869601,0.9796427422937294,False
HMGCL,-0.8203266142874099,0.013484791833888957,0.31028275176345754,False
PSMC2,0.018932328599490234,0.8058100843247071,0.978017374036115,False
GJC1,0.10373291562443043,0.19272234907710656,0.7731722670269207,False
ARL2,-0.29753558318230944,0.09551455002300668,0.6356113023764716,False
ARL3,-0.5693081307272898,0.017705458676579394,0.349492719582173,False
MAP2K2,0.04671196422516033,0.5897510875879375,0.947780458509137,False
ATP5C1,0.0444385131554661,0.8178226560471293,0.9796427422937294,False
ATP6V1E1,0.15191156102236292,0.25417988673677777,0.8286541531755407,False
CPOX,0.12349062445945336,0.28722193052593514,0.8478070461855779,False
RPL4,-0.08295817663159255,0.5107881872528531,0.9250452957671652,False
NUDT1,0.23049309560589393,0.04929166713402737,0.5050826082921436,False
LONP1,0.17100743347198488,0.05760753723146296,0.5514621153946684,False
PGM1,0.030065050597208653,0.7622460209861193,0.9747728847731245,False
PPP1CC,0.3586620246521477,0.3145619525192799,0.8602661132433345,False
TGFBR1,-0.6860000276724207,0.0021679193155350685,0.20029505689003724,False
GNL1,-0.2316213163368701,0.2375224957811053,0.8193090911923891,False
LTBR,-0.05544405444713618,0.638962862882747,0.9558209137948426,False
POLR2I,-0.01241554315631177,0.869255581657,0.9858570782575957,False
SREBF1,0.15933503088640677,0.33046800245887553,0.864988327445132,False
DLST,0.1263051799622339,0.2720167059479472,0.8386146206467584,False
GMPR,-0.5270140683748323,0.08323891279010172,0.6107556612730876,False
GPX4,-0.6592897780050109,0.006351815896463744,0.2495805951257824,False
SRP14,0.05909501154563657,0.6783594035530334,0.9568123106951699,False
NUP62,0.050710489651510926,0.5357801687621133,0.9319600429228658,False
HPCAL1,-0.5464494891720832,0.04183597996424492,0.47564404782670683,False
FDFT1,0.2176565319925814,0.10749562962930775,0.6588175046678757,False
TAGLN2,-0.6034522617840246,0.02762157015843703,0.41397735564655364,False
TALDO1,-0.11754676004937537,0.1425610754505233,0.7231874096681713,False
SNCA,0.21391724369411236,0.39995748778958307,0.8770879497439329,False
ETFB,0.06810698647023017,0.56451003766043,0.9425436825432365,False
RBMX,0.20198799780051857,0.32381031482319755,0.8638969220096503,False
BRCA1,0.0927784011956696,0.40946844510810326,0.8770879497439329,False
COIL,0.06685082964894562,0.5199338761544826,0.9270641432679677,False
GGCX,0.017574109050848108,0.816160503609397,0.9796427422937294,False
LIPA,-0.4775168846948894,0.0624603176535876,0.5653380532332504,False
ATP6V1A,0.01895986936629157,0.9113856144346949,0.9928502503618185,False
HSPA9,0.07347588464993038,0.38924527270621784,0.8724463008932468,False
EIF4A3,0.153407558013253,0.1332745556602227,0.6978208020126387,False
IGHMBP2,0.0324215277094666,0.6753273082121741,0.9558209137948426,False
CDKN1A,-0.8877892302799708,0.00423455969328671,0.2386449048723498,False
RPS19,-0.34615704774865463,0.31329067917527986,0.8600791469679718,False
RPL3,-0.006914375538471518,0.9430488249637997,0.9929705792864855,False
DDOST,-0.051300704006479236,0.6740741780197964,0.9558209137948426,False
ANP32A,-0.20236006767143166,0.1505243123894931,0.7377854205205973,False
FEN1,0.23178178835560814,0.016721100989562896,0.3400722824398676,False
CUX1,0.16925630737146946,0.038960056539385515,0.4651353688885822,False
CAPG,0.18558490086383728,0.22225487678615044,0.8026978449909309,False
CAP2,-0.3336674649584239,0.12236261712725315,0.685977301236774,False
DCT,0.004363804333525678,0.9907413342334505,0.9976981717606491,False
TXLNA,-0.053969545623242965,0.48777607377899845,0.9159788918854416,False
CCT6A,-0.07394300951225574,0.5450708859517389,0.9363404033901335,False
NNMT,0.0696225093070666,0.3834691444836547,0.8718690155859481,False
PBX2,0.173495549863258,0.23147741392122387,0.8149286156262824,False
RPL13A,0.09853293882076741,0.442535983902889,0.8918631557829911,False
ARL1,-0.22649918613476316,0.08464817652721393,0.611301509390781,False
MLH1,0.10433887573091738,0.5092524214456962,0.9247690556585174,False
STAT3,0.07690026143462347,0.5514090787301953,0.9412902243607043,False
USP8,-0.3625033175536032,0.07160652462886165,0.593521348757803,False
PEX19,0.01807176269642241,0.8269266252010566,0.9796427422937294,False
MDH1,0.026844165861625413,0.829798915705651,0.9796746903350853,False
MDH2,0.04638584526850309,0.5133028527064576,0.9257573377965317,False
RFC5,0.18057089489032307,0.09099131131741142,0.6266070553262433,False
RFC3,0.3399371585551947,0.010066188249121073,0.27723019915493463,False
HADHA,0.11387929363925764,0.39178341709742603,0.8755669269616613,False
PMEL,0.4553096409244759,0.31183533857364215,0.8599825844982091,False
EIF2S3,-0.030880196351009914,0.6504818142657381,0.9558209137948426,False
ETV5,0.006471316959704154,0.93417068171538,0.9929705792864855,False
ETV3,0.3980859853420533,0.05510995440423682,0.5351693511082973,False
CETN2,-0.6534972660051039,0.017801409066278657,0.3503121325428231,False
EIF2D,0.06327835914888524,0.4272957571529861,0.8800723730691165,False
BUD31,0.4951202378267432,0.01787229819712758,0.35053375702804807,False
NAA10,0.1613334289783559,0.07810071692389378,0.6026116467688927,False
KDM5C,0.08471612172142784,0.311876968080804,0.8599825844982091,False
PPP1R2,-0.2497699788318961,0.2732509926531717,0.8387613457825793,False
CSK,-0.2888332658211894,0.30597549878882013,0.856811285772871,False
PNPLA4,0.0075486125740980015,0.921449872172607,0.9929705792864855,False
GARS,0.12550733111094914,0.23409829714431632,0.8152778102905333,False
IARS,0.06808418344786915,0.4580688269839873,0.900052794394491,False
SLC19A1,0.02004183356296707,0.7927791828780703,0.9757676912534892,False
EIF1,-0.21243396309123241,0.18394862388541808,0.7644955993710568,False
PRKCI,0.04541588227110083,0.6620945817885625,0.9558209137948426,False
ACTR1B,-0.36390905512260474,0.12029706183318835,0.6833260061341345,False
ECI1,0.07323007320099961,0.5602727765323119,0.9412902243607043,False
TMPO,-0.11830041070112784,0.12679505913557657,0.6868815000283959,False
TMPO.1,-0.026423627527130122,0.8570728068891865,0.9849296200170881,False
STAT1,0.15684014608826402,0.1719735808460368,0.7613501152595638,False
SKIV2L2,0.20328125090496485,0.04368560525727817,0.4813645031345634,False
ARHGAP25,0.2416029078087618,0.2176231871593778,0.7987194806067339,False
MTOR,-0.09209998590804958,0.3510785440341557,0.8676073108938235,False
PI4KA,0.14925037993235435,0.16933074132256398,0.7613501152595638,False
EPS15,-0.10064560147559831,0.35216239778176445,0.8676073108938235,False
CASP3,0.04134808091951925,0.8534731519497858,0.9844804580394803,False
CASP2,-0.31250397703927035,0.19794604737971666,0.7779215588505767,False
RPS27,0.043498412403543796,0.7822727129058787,0.9757676912534892,False
ABL2,-0.009127969002264535,0.9222915687625903,0.9929705792864855,False
HELZ,-0.07780520602579344,0.6559210862678354,0.9558209137948426,False
NCAPD3,0.8856498939149979,0.0013168484164403954,0.1842156426042162,False
RBM34,0.12169674819355691,0.2332754458123407,0.8149443505984867,False
LRPPRC,0.225748588395561,0.006894121575556218,0.2495805951257824,False
ACAA2,0.12068652497962518,0.2512075224171987,0.8280879008147418,False
RPL35,0.0662969464383778,0.8932726648094272,0.9896259744685637,False
PRCP,0.11967115923543403,0.4863783264444826,0.9146243514524387,False
HTT,0.03907161525309277,0.656946203156694,0.9558209137948426,False
ECE1,-0.6559269021526681,0.020440577658451507,0.3726207287029333,False
SLC1A3,0.025638213268774024,0.7380040134631345,0.9732623744879622,False
SLC1A4,0.17543128062049362,0.2324304652780489,0.8149286156262824,False
PAFAH1B1,-0.2450215296980538,0.04124020579907144,0.47432250374435264,False
MCAM,0.46969566954429354,0.001248304192410449,0.18256448814002815,False
CRAT,-0.21562364380562826,0.12124906756560219,0.6833260061341345,False
CTSK,0.052882116198418316,0.8841070882985748,0.988414301604248,False
MATR3,0.05322003230923755,0.5647938523522487,0.9425436825432365,False
MSH2,0.19844673047064632,0.014061007291280538,0.31093670762677067,False
GRK6,0.044093871916828675,0.5461589100437728,0.9370679211815144,False
GPD2,0.07935857944814018,0.3276208545321016,0.8643320035562339,False
SSR1,-0.30988949735420235,0.09900458667232806,0.6455009185882099,False
MAGEA6,0.05622002380020419,0.42440263145636914,0.8800723730691165,False
PTPN9,-0.38895945359299944,0.09570381316441591,0.6362128488770831,False
RANBP1,0.06120765662603844,0.5566384770504921,0.9412902243607043,False
NAMPT,-0.23857889525593023,0.10280055956866008,0.6503730453397883,False
PSMC4,-0.026131243255004932,0.7135710964439675,0.966294193101206,False
GATA4,-0.40551290140323104,0.0033232522656808663,0.22037601111553828,False
TSFM,0.2441628419600832,0.024199812163904842,0.38931447818681914,False
VDAC2,0.09733461968043855,0.7063340770092444,0.9645093452622473,False
ACADSB,0.17136771026188669,0.4535596687576549,0.8977719066304242,False
CBX5,0.14976038490928545,0.15667434724237658,0.7475311155409757,False
USP5,-0.18492564780684972,0.12645562735647584,0.6868815000283959,False
MAPK9,0.005155222911138679,0.9525385753832541,0.9937755654486585,False
MAP2K4,0.10297690710677188,0.2903873484348032,0.8487579901098453,False
MKI67,0.7757214051658394,0.0016810498254808154,0.1988338093663365,False
RANGAP1,0.06356104753513137,0.28296921814320103,0.8457356496499373,False
RECQL,-0.23444418986725069,0.1018047956639451,0.6501012381139514,False
NOP2,0.18761842250117766,0.04574581169299369,0.4894971678172537,False
ATRX,0.303389771836553,0.7251833728622933,0.9702869229134838,False
CRK,-0.1975924130670137,0.14919766995659803,0.7368142988107953,False
CRKL,-0.26272750056859806,0.029779529388706698,0.42081735441190454,False
MTIF2,0.06986499074125518,0.791236027024779,0.9757676912534892,False
BAG6,-0.011616864962800122,0.9051288960346039,0.9906253158153695,False
NSF,-0.1444049754740533,0.0074472940759934035,0.24960071551571641,False
CDKN1B,-0.07079388460307001,0.3123850460000331,0.8599825844982091,False
BDKRB1,-0.015358660771390475,0.8681592308734674,0.9855253681560873,False
IER3,-0.05478537456470889,0.6460000377659424,0.9558209137948426,False
MAP2K3,-0.003044213290781528,0.9832005814630382,0.9972240854967319,False
BRCC3,0.004751774054291502,0.9538404256129861,0.9941741692960507,False
RPL27A,-0.19518697978767108,0.5248087490158218,0.9283883178018956,False
RPL5,-0.1351845775788263,0.38088784176394536,0.8718690155859481,False
RPL21,0.0034344537149664234,0.9743829811027224,0.9961388673740844,False
RPL28,0.01282151729360237,0.9309072688223965,0.9929705792864855,False
RPS9,0.06453464722691393,0.6136836819519429,0.9524750433088539,False
RPS5,-0.00033949572033620257,0.9980065326473525,0.9995822144026556,False
RPS10,0.025322224309878294,0.8826786903687573,0.9881763000213907,False
GNPDA1,0.106404123883447,0.44928815663460503,0.8950988507565584,False
NEDD4,-0.1846082539144902,0.24544985674698594,0.8254669765810669,False
YAP1,-0.45512593680245317,0.03253423141265407,0.4329938901791078,False
UTRN,-0.1940159401052881,0.3140083063103375,0.8602661132433345,False
IQGAP1,-0.2038791897200376,0.20690955084818013,0.7879967471773515,False
GYG1,0.17489529588315378,0.6074806301813325,0.9516690600336835,False
STT3A,0.29482711764496017,0.2721541381399013,0.8386146206467584,False
RAP1GAP,0.06998724532008538,0.5579210899016047,0.9412902243607043,False
CAPZA2,-0.07782245110029606,0.33228357960983496,0.8660367901131177,False
CAPZB,-0.09869778855859579,0.20339424973441037,0.7851644396273738,False
EIF1AX,0.11368796204120102,0.6389705582598174,0.9558209137948426,False
QARS,-0.11305262345651812,0.2168102314257935,0.7987194806067339,False
RPL29,0.72723331374198,0.14139249807261994,0.7199436486928782,False
UQCRFS1,0.103662969003814,0.4541529719378686,0.8982381439614627,False
SLC6A8,0.05594684443239828,0.49544294136893546,0.9201083196851659,False
ATP5O,0.11093309731895928,0.3123585048028903,0.8599825844982091,False
LIMS1,-0.20104986126830937,0.15733935471677363,0.7477686466783148,False
PREP,0.10870354998457543,0.6537433248343861,0.9558209137948426,False
ME1,-0.9908692564364436,0.03224833429838737,0.43143041831626344,False
IREB2,0.04532760730517893,0.5770250863824582,0.9426811085231039,False
RFX3,0.08802232080210359,0.33852253103819674,0.8676073108938235,False
RFX5,0.2488409709662136,0.4574884031858627,0.8994616176294,False
PIP4K2A,0.023028631126450705,0.8862725106645982,0.9884573904708166,False
RXRG,0.0324215277094666,0.6753273082121741,0.9558209137948426,False
ARCN1,-0.010090858904515443,0.9044847814327719,0.9906253158153695,False
LSS,0.364971655166908,0.027580965391588202,0.41397735564655364,False
GCLC,0.03684526457784543,0.7216991250521106,0.9697951848439991,False
GCLM,-0.028349585485518247,0.8735119657823581,0.9864997068182194,False
CD151,0.02486215396420377,0.7525918871414274,0.9737735160683184,False
TRAPPC10,-0.10278194630164705,0.4586295954979881,0.9000575632418679,False
PSMD8,-0.09012868982618372,0.7719803071764341,0.9747728847731245,False
PRRC2A,-0.05253679930685706,0.6726073837870417,0.9558209137948426,False
GSS,-0.18464004396392397,0.44876852619971597,0.8946977465540291,False
CCT5,-0.016841890708640506,0.8204074079139702,0.9796427422937294,False
PTDSS1,-0.18158755507464264,0.4979365241559961,0.9228468816256954,False
HSPA13,-0.19836661209031092,0.02442134409914567,0.39017973021447133,False
CSNK1A1,0.045018690394005745,0.7876543493694155,0.9757676912534892,False
CSNK1D,-0.21624042210324035,0.4246811102793237,0.8800723730691165,False
IDH2,0.004745088274560771,0.9403425281582067,0.9929705792864855,False
PITPNB,-0.23577843341114502,0.03008173784451843,0.42081735441190454,False
CD97,0.3447831319276169,0.3794622170371535,0.8718690155859481,False
POLD2,0.10789313834523284,0.48504977111411857,0.9142140904688919,False
MARCKSL1,-0.051567176661343694,0.7842386005617543,0.9757676912534892,False
PXN,-0.37762001829593217,0.0569121148990535,0.5482476936757623,False
CAMLG,0.21668802908544293,0.38902328036991246,0.8724463008932468,False
NR2C2,0.01615340486038619,0.8393428966130216,0.9818672109238561,False
DNASE1L1,-0.02622031623824128,0.7540238027698875,0.9737735160683184,False
ALDH9A1,0.029817658945663794,0.7661864789546897,0.9747728847731245,False
RPL34,-0.7574452979471396,0.2623453543884554,0.8328526667438138,False
RPIA,0.040869574081479954,0.5938610033420088,0.9479632391439603,False
LMAN1,-0.15133776801940257,0.17505987410225576,0.7613501152595638,False
NASP,0.27108453261810794,0.08465477508141053,0.611301509390781,False
FASN,0.12453395288506641,0.26338628803056785,0.8340434586438081,False
FNTA,0.20005446285184192,0.22594843914242546,0.8079163189869645,False
DHPS,-0.018097260701100737,0.9596918850161451,0.9943137920657577,False
CCT3,-0.034560981947318936,0.784748929201799,0.9757676912534892,False
MRPL19,0.4256593203731214,0.1268507957689499,0.6868815000283959,False
ARRB1,-0.1910603200115517,0.28265057347681494,0.8457356496499373,False
TUFM,0.06872714775682454,0.21174104312751152,0.793549472866806,False
ALDH7A1,-0.03105899113063515,0.6708248260312234,0.9558209137948426,False
CDC34,-0.008471569050488625,0.9147670619103928,0.9929705792864855,False
INPP1,-0.22438100155320484,0.13001056422456106,0.6931383436495862,False
GLUD2,0.00845781488106212,0.9381341607423723,0.9929705792864855,False
CENPF,0.11594784525468782,0.44443487503074924,0.8937143094373057,False
SRP9,0.32521674807729894,0.6554105197100157,0.9558209137948426,False
UBE2A,-0.0426117997971005,0.8669103110601671,0.9855253681560873,False
PCYT1A,0.028660553728677485,0.791730138533198,0.9757676912534892,False
AARS,0.20404695280514318,0.04615549214767557,0.4894971678172537,False
CARS,-0.13857198575028917,0.25137379097803875,0.8280879008147418,False
HARS2,-0.1763202071730241,0.24476639350448384,0.8252168714006759,False
SARS,-0.08567416722000942,0.4628887966670029,0.900531604432244,False
PPM1F,-0.01535262753463229,0.926314451863585,0.9929705792864855,False
MAN2A2,-0.10156906481016392,0.4616731024365605,0.900531604432244,False
PRIM1,0.20359189664631572,0.1976589531914119,0.7779215588505767,False
PRIM2,0.11317279481392006,0.18129164393029248,0.7644955993710568,False
CASP4,0.05124823645924437,0.555802111490036,0.9412902243607043,False
CSNK1E,0.07159974485099596,0.40093064852997295,0.8770879497439329,False
CTCF,0.2127694606661663,0.10149061998460811,0.6500968265353259,False
PSMB3,-0.06645018537771463,0.5178786464461339,0.9265888182165767,False
PSMB2,-0.09034806470855727,0.7613909635654857,0.9747728847731245,False
MCM2,0.2312135205627328,0.039720920710194646,0.46643088461697546,False
ACADVL,0.05264268994470811,0.7793592688909144,0.9757676912534892,False
YLPM1,0.08981727015171259,0.15851458467524934,0.750716157098671,False
ACOT2,0.06816441968640774,0.45559142606244313,0.8982715534478075,False
VPS41,-0.15449096281564678,0.4177463003483809,0.8789314592683469,False
TMED10,-0.005112620112676325,0.9577328249772231,0.9943137920657577,False
RBM25,0.1479096644855531,0.15503034477775285,0.7444754364710432,False
NUMB,-0.589275084988202,0.02912885505752742,0.4193382154254786,False
CLK1,0.08030644280489696,0.37549594875518044,0.870648455024905,False
PSEN1,0.046516312815221283,0.6472536105524298,0.9558209137948426,False
EIF2B2,-0.013482197881060642,0.9118673352352884,0.9928751356394397,False
HINT1,0.028077309183089483,0.8203043810580154,0.9796427422937294,False
NUP153,-0.028333450011743366,0.83238341417601,0.98043044117166,False
RANBP2,0.09025218705581395,0.2495325106901494,0.8278862910247803,False
RGS19,0.04391157839872051,0.6234357925976479,0.955192696515682,False
PSEN2,0.18762148640709597,0.16300596197802297,0.7530103125115419,False
TSC2,-0.03345115538946786,0.7476512898092706,0.9732623744879622,False
NDUFV1,0.09479515993134768,0.695350004837286,0.9627230094035356,False
GSK3A,-0.17175208336609415,0.357083415026274,0.8676073108938235,False
GSK3B,-0.053027590456931506,0.7483503995862071,0.973445486423538,False
TAF6,-0.022369346058635386,0.9185189846501304,0.9929705792864855,False
NT5C2,-0.36758822063735863,0.13999426737188606,0.717247699472999,False
SEPHS1,-0.06780791666043484,0.5166502869961354,0.9265888182165767,False
MTHFS,-0.37699623563498363,0.1891954734047232,0.771321598050201,False
GMPS,0.033636017489410364,0.7001874864946782,0.9633810724588848,False
LIG3,-0.06537795806507063,0.5967635798605918,0.9479632391439603,False
LIG4,0.0324215277094666,0.6753273082121741,0.9558209137948426,False
MRE11A,0.09723397434920145,0.5259302216390086,0.9283883178018956,False
HNMT,-0.1932886184828,0.46752729990895403,0.9034649173916274,False
GNAQ,-0.19413652819418914,0.4101915028576859,0.8770879497439329,False
GNG4,0.0749615630474274,0.43539393361084294,0.883557225728721,False
IDH3A,-0.049020312040582326,0.6410906069110607,0.9558209137948426,False
MMP14,-0.53085128644123,0.14988188300595665,0.7368142988107953,False
PPOX,-0.33272259460527565,0.09512139523483826,0.6356113023764716,False
GDI2,-0.058872867386000394,0.5522432867544208,0.9412902243607043,False
EMD,0.07349085941632438,0.49968370053903943,0.9241165240783552,False
CPT1A,-0.14616326649731803,0.567409058630576,0.9426811085231039,False
SLC26A2,0.011649736474389272,0.8786764351210201,0.9865356311419047,False
SERPINB8,0.022138969830134414,0.7794307396572724,0.9757676912534892,False
SERPINH1,-0.38450381896607766,0.003701500552640018,0.23352113780625994,False
ST13,-0.10282330207949641,0.3919667868777044,0.8755669269616613,False
PEX5,0.09284246651283112,0.49289870824315,0.9192936166434658,False
ERF,-0.10117579481711303,0.4892237149324669,0.9174333597268364,False
VASP,-0.36266880248386,0.1633636753264592,0.7535808248930216,False
DNM2,-0.09208535503471182,0.2663304944336354,0.8342043180305807,False
METAP2,-0.1773521695202085,0.007192680695032581,0.2495805951257824,False
CDK7,0.033306571008356656,0.8251900297918517,0.9796427422937294,False
KNTC1,0.06301674372878097,0.7542510507575603,0.9737735160683184,False
CDK9,0.13418039800281534,0.2927608555052038,0.8487579901098453,False
LRBA,0.12452974280322593,0.3231806012521356,0.8637689122788939,False
BCAM,0.017940294123555134,0.8258024853474841,0.9796427422937294,False
PPT1,0.18057732601838694,0.48314529813499485,0.9142140904688919,False
RPL14,0.06703161914584044,0.895002352809725,0.9896259744685637,False
CCT8,-0.02163488900779953,0.848184503266712,0.9839674199605718,False
CCT4,0.007507494112900304,0.9307699889836334,0.9929705792864855,False
ANXA11,0.11165008176621427,0.6237355781763539,0.9553606923919843,False
PAPOLA,-0.09013584023477961,0.5188305134394121,0.9266373449854614,False
FXR1,-0.05932413390423008,0.5030969915565233,0.9241165240783552,False
FXR2,-0.2657255493653281,0.04393808213899059,0.4816462528279052,False
RAB5C,0.17342700407635192,0.004503201790588603,0.2425620724982544,False
RAB7A,0.17194592441883216,0.2773363868179919,0.8435505643804808,False
RAB9A,0.3700056220808108,0.01645930524054614,0.3400722824398676,False
RAB13,-0.46229170584535595,0.03183816260852479,0.4310127454299641,False
RAB27A,0.365732003416003,0.11386616174103814,0.6770631006774708,False
PDE6C,0.034068386649543925,0.6609751319943158,0.9558209137948426,False
PLCD1,0.0743590301857715,0.4336543109439242,0.8834310868100671,False
DAP3,0.04260783053691597,0.9157123958791913,0.9929705792864855,False
DUSP3,-0.22630731168599993,0.4370083202031729,0.88599512933441,False
SMARCA2,0.08054054821260337,0.6859605499287718,0.9576425556985229,False
SMARCA4,0.14003979497492836,0.07413524520717231,0.5939240829767172,False
IDH3G,-0.08368055056953594,0.5326021039429,0.9294807961282194,False
GALK1,-0.35765901957402946,0.22309818468188283,0.8026978449909309,False
SSR4,-0.29581209798804053,0.020275409415625067,0.3726207287029333,False
BCAP31,0.12977166216764502,0.377512671354819,0.8718690155859481,False
TPMT,-0.3833025372329111,0.19043003416471369,0.771775968753144,False
RENBP,0.1542926554633226,0.13227811926224672,0.6967099500286092,False
MECP2,-0.10867732826818255,0.38622558755977915,0.8718690155859481,False
HCFC1,-0.021032317732665007,0.7584254468306628,0.9746858611062325,False
CAV2,-0.018989797209876258,0.8634193301226394,0.9853921882848486,False
ALDH3A2,-0.7090105587815465,0.1079659589234376,0.6604191498786322,False
ALDH5A1,-0.08935131075444502,0.5226932247024503,0.9283883178018956,False
HSD17B4,-0.013451595368522362,0.8822535469023928,0.988076724121314,False
PSMD7,-0.10551860568848781,0.5119139753791424,0.9250806767780483,False
SGSH,0.07308518051910085,0.4323661009053378,0.8827017320196221,False
STAT5B,0.044539068916645164,0.5591738511922594,0.9412902243607043,False
USP11,-0.312265401143776,0.18237389809030874,0.7644955993710568,False
CLCN3,0.04170904342316106,0.6764567069077873,0.9558627380218733,False
CLCN5,0.0711138265064335,0.3092905297405241,0.8597341507042215,False
CLCN7,0.11994784153199234,0.4832055996033965,0.9142140904688919,False
DYNLT3,-0.45203441922681975,0.13130971887926554,0.6958347443338581,False
VAMP7,-0.3215246852756728,0.34086776104639266,0.8676073108938235,False
GPR143,-0.5354877959254338,0.11953313534730302,0.6833260061341345,False
RPS6KA3,-0.6304897166860144,0.009340237176215373,0.2695265750176948,False
AFF3,0.0986749906942741,0.38220571643087353,0.8718690155859481,False
HDGF,-0.15878133728588395,0.17318718950786385,0.7613501152595638,False
LUM,0.03498103629523541,0.719958534248358,0.9693398167578531,False
CCNH,0.15159864913016108,0.2230575466852881,0.8026978449909309,False
MNAT1,0.0801734474313136,0.40624051096326025,0.8770879497439329,False
UBE2E1,-0.0016322207154537693,0.9832210490140071,0.9972240854967319,False
NDUFA8,0.473355232340527,0.12109411908673018,0.6833260061341345,False
HNRNPA3,0.0960667324662765,0.4071978031759473,0.8770879497439329,False
PGD,-0.018842010100463824,0.885678648736816,0.988414301604248,False
HNRNPM,-0.003915967278416588,0.9691497315908862,0.9961388673740844,False
KPNA2,0.5303492573432784,0.011537430636811258,0.29186291759110733,False
KPNA1,-0.0083896494611011,0.9497872476063995,0.9936382978877489,False
NCBP2,0.1916617813111472,0.28861084002966336,0.8487579901098453,False
RAP1GDS1,0.25075857442599414,0.36814313308117447,0.8696941563083704,False
POLR2H,0.14624414254612006,0.10612395532454386,0.6580328721801054,False
POLR2J3,0.12329330651037296,0.17476446630891812,0.7613501152595638,False
ARHGDIA,0.05365646362346865,0.6988642675875721,0.9633409167967912,False
ARHGDIB,0.025168064457574246,0.7556080150755414,0.9737735160683184,False
SLC7A2,-0.4456881390251439,0.04293058784447728,0.47971482333015003,False
AGFG1,0.1810029286857926,0.33380265621039895,0.8668361956069077,False
HNRNPF,0.12090404034368873,0.4032960552320666,0.8770879497439329,False
STAT2,-0.055574746124420926,0.8315055665954202,0.980288607829539,False
GTF2A1,0.22430251400621515,0.5367839939678142,0.9327996315963144,False
GTF2A2,0.006709838702960269,0.934568783934954,0.9929705792864855,False
MSH6,0.13565896403747857,0.21389115971053113,0.796887571096153,False
KIF11,0.30815603318488627,0.2845992028435392,0.8458193698471415,False
VAV2,-0.36008860621925365,0.16415865164621923,0.7556229780711164,False
ZNF131,0.07243119411279153,0.418090007275899,0.8789314592683469,False
ZNF143,0.2849871297513964,0.7381167105135044,0.9732623744879622,False
RBM5,0.2937030694149385,0.07291215321438667,0.5936817089710029,False
HRSP12,-0.11505851994876792,0.5758177938848208,0.9426811085231039,False
SMS,-0.004891815350784867,0.9713617834484664,0.9961388673740844,False
HK2,0.2814465937368311,0.2128549593170392,0.7958870791430258,False
EFNA5,0.04082863172891038,0.6086528382586145,0.9516690600336835,False
MRPL12,0.2866186189974371,0.0237349659424504,0.38701458980125747,False
STC1,0.06529864194844137,0.40436919036108054,0.8770879497439329,False
NDST1,0.044133415402676235,0.567875494247668,0.9426811085231039,False
THOP1,0.2914195432275406,0.08842992682794895,0.615851276123216,False
CAPZA1,-0.02190658532892442,0.8113589116907038,0.9788328827764677,False
HMGA2,-0.31852551886487745,0.5099779933222625,0.9247690556585174,False
CRIP2,-0.13616048111908796,0.5723859352324724,0.9426811085231039,False
NUP98,0.012567480919376095,0.8175281491748649,0.9796427422937294,False
BLVRA,-0.019808644094908345,0.8425966759455051,0.9824574286373784,False
SLC25A1,0.038994282648918244,0.758543402085472,0.9746858611062325,False
PPP5C,-0.14630110541667563,0.5181821616395137,0.9265888182165767,False
PLK1,0.4451761736090951,0.11767800751486075,0.681157398507616,False
ARFIP2,0.18752296088331377,0.398597571329897,0.8770260756315682,False
ARFIP1,0.09118357435220048,0.7213428932887207,0.9697951848439991,False
NUBP1,0.16108912376123996,0.47987974603084,0.9131782184349383,False
ACLY,-0.031962204329825994,0.8411274975819587,0.9824267753414627,False
FOSB,0.08835019743627015,0.36367073387076715,0.8676073108938235,False
CEBPG,0.05090484072255208,0.4753082584407231,0.9106367586519569,False
METAP1,0.27114920476784476,0.07187308173137948,0.593521348757803,False
SUCLG1,0.08281047727093593,0.5667897735612495,0.9426811085231039,False
MVD,0.3728928421380324,0.3891268586192277,0.8724463008932468,False
PGGT1B,-0.4305442927086247,0.08663671827143075,0.611301509390781,False
RABGGTB,-0.1268586582501925,0.4113475425999019,0.8770879497439329,False
COPB1,-0.07153511790438927,0.31633036216729143,0.8605572767205228,False
COPA,-0.11038305345575239,0.08335446018816163,0.6107556612730876,False
CTSC,0.28818543228960536,0.004061384279295685,0.2386449048723498,False
LIMK2,-0.13046614029447667,0.241838597354345,0.8239307092895942,False
CLTCL1,0.019895832068066,0.8120780165720733,0.9791850769746033,False
AP3M2,0.014856854722125945,0.9371172075674805,0.9929705792864855,False
AP2S1,-0.4116486927545395,0.11840561239320059,0.6833260061341345,False
HCCS,0.30193740889544074,0.23097875206385587,0.8149286156262824,False
