file_id,file_name,file_size_mb,case_submitter_id,case_id
099f829c-642c-4cf8-a48d-eaf4602eb5e8,399cd50c-1439-48a4-ba3b-a0782b2b7b62.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A2JD,a5f95c6c-e25a-4ad8-bd5d-fcfd8a31933c
c73b76ac-c4fd-4896-b4cf-f73074040a34,c0ec10f4-f2d0-4a17-b2a2-3726a67de7f9.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-ER-A3ET,4afa82f8-b317-4763-808c-c944ca6661d3
b2daff13-4bef-4182-b8ad-61fdc38b7568,4170ae68-a4d2-4095-af47-4f981f7812a4.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A5GR,c714c48f-a18c-4110-a82d-3cc95c315afd
1e7f4af7-c5dc-4724-bd72-caedcb49dd6a,f426318a-9c1a-4476-a087-2b3a84096f5c.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A3MR,0e597498-44ad-40ae-bb83-f1b27388ec0a
302aff21-ad7d-43cf-aa95-0bbf3535827f,98e3beb5-bff2-4c4e-b492-c4ed7dda9d9c.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-WE-A8ZX,f11b1e99-c14f-442e-acab-6353a5c77266
a85800db-9522-4bb5-a95e-0fa7a21f1776,a88a1582-88b8-4e7e-9baf-09279b49a492.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D9-A149,0b1f4f52-12ec-44ab-8283-a502bdf48c3a
131c2ec9-8fe3-4b83-b638-c8c9df564509,689c3b5e-8bff-45d0-8165-b4b0e6dbf910.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A29V,01cb0004-fc1e-4da5-9d27-f458f8d711ee
f79900ab-458d-4189-9544-70269dd3be82,d4cdfd13-829c-4f29-984b-5a8897437e3e.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2GP,06f09d1c-ba44-4cf9-a518-762d241a30db
0b6bb6c7-08dd-4b78-a064-419c16b881fc,63e18642-fcf3-460b-95de-de16428dea6d.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-GN-A4U7,088c296e-8e13-4dc8-8a99-b27f4b27f95e
72e923f1-e883-4059-9ca9-819f575a010f,e5b29c06-2ed0-4913-bf24-5bfde047defc.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A51F,2316bc62-974a-4dfd-8ee2-9e4a08660a45
3b684369-ea5c-43e4-8a58-0d550b2ca1e5,f7efd016-c382-4eef-9be3-c3e8b3a5386f.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-WE-A8K5,0f579238-5a11-4adc-9c80-572cbb2ce58f
971db7b3-354f-49ab-810c-dab3f78d2d7e,4f521ce8-4aac-4ea5-abbe-732ff9ac5409.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-DA-A1IA,2ea7ad21-3324-4eda-8c82-fc2ceea2fc73
170aa982-33f1-41d0-b0f0-2585d6e8f906,e0b0b87d-1125-4834-8133-5d719f1fd255.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2GU,24faa36a-268d-4a13-b3ae-eacd431a2bcc
768b55e7-3798-450f-9239-ebb33bc1e369,ac07e4e9-fa65-49f2-9f83-f13cc8a169d3.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FS-A1ZJ,2f0661e5-5006-481e-9b40-7b1ec96eaa3c
8b1ff403-c597-4c88-8e32-1e19c8c7c6ec,b556b718-38cf-498d-94c7-4e240fe57d48.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A29X,26293554-04d3-4fc9-b12e-6a199278ed11
293079bc-8ce1-4e83-98a3-34e147aaecef,37e6146e-6fec-4160-822c-404a517610a8.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2GM,3d0cbbc9-f2ef-4d3e-ad55-b5cae6787c28
67694d6e-4c3c-4041-b97a-862aaaba8c89,25d48b78-8622-42af-b33f-4034a42f30cb.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A1Q3,29476d6a-0d06-4a18-8910-c0502f6539ff
d720c204-3ccb-4551-ab28-188712a97667,97a6e3bc-f272-4d88-a1fe-ef3541cdf296.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-GN-A9SD,ec4c4296-6ab4-420c-80a4-e7a34b9bf4a2
c53c476f-3cba-4a0c-adec-52943b368d70,edebd870-f100-41bb-946f-2edd4babbc80.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A3ML,0153f141-625e-4623-9f8a-296678002c63
0675a938-3af9-4ac6-9fb6-9ff270dc6a65,06d5607b-45d7-4247-8d42-709d9d292530.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FS-A1ZW,49a6f6a6-bf6f-45cf-93dc-b006b4a0637d
2673447a-63f1-4221-87d7-c959a6d495c8,0056507f-a296-4148-bc9f-a831249c7973.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FS-A4F8,2f5813a8-97a6-4a96-886d-38f29272b16c
2d9f84cc-795e-4aef-890f-c2fc090e96e6,9604472c-4956-4170-8ba7-419f3e8d7418.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-W3-A825,2f5d8110-35c7-419f-8b35-bc3040f940f3
5598235e-d2d1-46b9-9ef7-b1cab62fb633,20a06f04-b457-408f-8c3c-f0032badf064.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-GN-A267,ab74d6ed-880e-4470-bfd5-2974a4c3a0d7
68badaa1-8052-44e2-a55e-67b657c87af2,1c25bdab-9259-4b1f-b4d5-20b496d36a1a.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A8GQ,320a2dca-ee07-4d14-a7b8-178636636880
2dc18822-81e0-4200-9cde-94007b64bac6,ac295603-d08a-43f7-a78b-610be32aa49f.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A3JA,41c4f51a-e908-42f9-9805-5cff5b12708c
67bdcff7-5af1-4f24-8eac-f47c133c9398,5a674268-79a8-4a30-a6db-a4fd0b83e208.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-GF-A6C9,46801be1-f035-421f-aae4-81baf3bb8d40
04e2cdb4-4e22-4d01-b451-18002e2df72c,9f621704-2ece-4b25-be28-5fe14f71048d.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-ER-A19A,41fcb9d3-9fb0-4625-98f4-1f564095ebc2
5c5b0972-267f-481b-88d6-7800e7cd52f2,6bf9821d-da67-470f-9650-69d05b056166.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2GE,4801c721-166f-4939-8ab7-aa024bec7089
1c6cb4d2-e5af-42ce-a2cc-9b2610cccd6e,5572a203-73b9-4a85-b47d-af228abca5b1.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A51G,44d176db-2221-45a2-818b-eef6832a51b6
f49a4212-5c4a-4c46-aba5-2d586e100070,364e9fa9-3e1f-47cc-959a-1a2b3061c5d4.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A29A,4811d530-ae99-4670-9f99-86996d667676
f1c96d98-c614-4a8e-8035-bb3bd0f665f6,be9a8b34-4ecb-4542-8d30-4d5019fd1903.rna_seq.augmented_star_gene_counts.tsv,4.3,TCGA-FR-A726,49f961af-1126-431d-93cd-18941c1738f3
397d35c9-da0a-4967-a30d-cc02fb35b127,718c4754-af81-496f-878d-83222a2581b8.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-XV-A9VZ,4a2135bd-31ff-4564-9e87-1164b3422f61
aeada084-449f-4752-8794-61b0e89d213d,b2b4cc41-5760-4463-bcde-16115ceb12c2.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-BF-A1PZ,455f982c-a067-46ac-bf89-3e535d0ffca0
939ca952-64a3-4b9a-9237-1e7a6251c36b,fa9f3cc6-06eb-4cfd-8f85-9d13df39d11e.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-W3-AA21,4a9e5dc0-6fc3-47e0-8470-dac16ce16da3
ed72b0fe-a8b5-4ef1-878b-a67f1bfa8aa4,f8877925-49e4-420e-8bd8-cac3a47b67d1.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FS-A1ZP,4cdb18f5-47bf-475f-b34c-fa4912515268
1b354090-3362-4233-bb8a-c50bca73497c,967bf1b6-e9da-42b7-8d3c-e6a56394b568.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EB-A4IQ,4e9d1a69-1f10-4500-9dda-f8eb1ccc6576
cfce8a54-88f6-4bc1-8d1d-840d548568bb,dd629237-9358-4b4d-bbf2-346e3d5c34be.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EB-A82C,536e1779-550b-47f1-a204-50a16870a8e1
26df792e-6170-4252-b133-1036a584261f,362a2015-1791-4934-be81-df39540b38ff.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A51H,50e4cdbc-b10b-4c6c-9981-68defa1a8fe0
c71c63ea-239f-42a3-980e-879289f171d1,1c3eaf9a-ffda-4c6d-bffb-2610a37ab837.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-W3-AA1R,53fbe99c-180c-45e6-8585-796028b3d118
e4992d90-d425-4c03-ab00-5e9bfe232b8f,5566453e-df41-4aab-8dd0-825efbece954.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-W3-AA1W,36f4be75-cbcf-431b-9199-dba295a905a1
4f2d30e4-0c50-49ae-b791-926e28a1f5f0,6d2b5716-f1e0-41af-bdc2-0efce35a3f26.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2MP,54782bd7-79be-4e3c-bf99-844e7bb0e5d7
e326e361-8c3b-443f-a0dd-ffab24a47451,b428d434-2904-4f67-a66f-b7928e2951e3.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-ER-A19Q,391eab51-b140-4bc2-bc8c-99400fba9066
69e26c15-85d1-42c6-a278-5bc8746a34ef,04e3aeba-c9bd-483d-9484-5ecc0e64a054.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EB-A51B,554270fb-1fb3-4aeb-81a1-f78c30b143b4
245f93b1-4289-4485-ace9-6aea143be0c9,c2ccc6b3-34d8-47c5-9367-cc53aad1622e.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2GD,5c567ee6-bd57-448b-ad17-b74eb695b6f5
d43f1743-577e-4661-8b4b-30fecf950652,2d12ea90-c4f4-4aca-b353-360057b446e2.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2M8,5eda189c-2de3-429a-80d2-fc644623b37f
80f012fc-3440-45f3-bf1e-9656e21d96c5,223494f1-6c0b-446e-998d-53b3b4d0da1a.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FR-A3R1,68567581-0be3-48f1-8dcd-487bc0c1e6f6
567477da-1a56-45e2-b05d-245aa90bd48e,b02373ab-6860-4066-aebe-2c8a4cdffeda.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A17X,5f8cc8d6-8a1c-41d0-bad6-fedd2948f40a
226f2102-0ca6-4d88-803e-dfd4ed9af516,b03d2223-38c1-4bb3-be8b-27db05f87b66.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A8GD,74dc56e9-0076-458b-a12c-d50d7f057c47
82b0a570-0bc1-42b8-bc5e-15340268fc0f,66290e22-72a1-4af2-93a6-e4859f91a7ef.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-DA-A1IC,6625ce3f-3a1f-45f9-aa42-ab1931d6daf4
b6eda0bb-5d08-45b4-9fbb-2fdd07db8169,9cde93c5-569a-482a-901b-2bbc21aadfa2.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A5GU,6ac4e3df-6c43-4c73-8f4c-f89c3626f2d5
264c2801-550b-4087-bd92-8157753a226b,b8f68a8a-46f3-4c79-8474-13815946d4f9.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EB-A44P,6b02def4-04ca-4ba0-bc48-262c4d8a294c
77e14e11-91e8-4201-b837-a2fe46623b00,d2c9b21d-0f64-4182-9d5d-82b80a158a1f.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EB-A4OY,6e2d8818-b377-45f5-97f4-f905de22c487
569b8c86-9e1c-4c15-b78a-a91c39cdce45,beb52b13-584a-4227-abe8-9861c3388c14.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A29E,83d05b9a-f409-4169-bef9-e772d2cfbfaf
5a9aae7b-4e56-4109-a744-ee851856372f,7d3b4d06-1249-4a85-a66a-387d4e2e2cb2.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A2MJ,8509f10a-c454-45a5-9c22-853fda423b9f
c1bcb350-5ad0-4cee-bf2c-a85cb2b014b2,d34723c1-230c-45c3-9621-b2ef5919f244.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A51E,963858b8-a8b6-498e-989a-271654713772
ae6459b2-07ab-4811-a0f1-a693a6a79953,fc68896b-f13f-4478-8573-3e18c64c3a2b.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-GN-A4U3,909335d0-bb4b-4ea3-869a-93e4d91c2154
46b8b1b4-8793-4438-8d5e-9295368f0f7e,ee0e68bf-7fa0-4edc-a9df-30a63c2db34a.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FW-A5DY,9a7656cf-75a4-4b1f-a2d2-25e3ec147e63
69df044b-cac2-46e9-b28a-e3264c48b468,59c50e1e-fc77-441e-93c2-f69c013f362c.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D3-A3MO,85400bf1-23e0-4e0f-8df7-f0d108641aee
6e7ab4c9-511c-419d-954b-86057808646e,b4f1e5a5-061a-498b-aadc-bd568f0e4f87.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-LH-A9QB,9ef30567-6e19-4cd0-8ec8-69194136418d
468624ba-36df-475c-ad9c-9be37ef010f3,034df4c4-52bd-4025-aee4-ad630d0d00af.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-EE-A3AH,92d79156-9139-487b-8582-ce0e87b4ecd0
0d4fceab-190d-4e98-93b5-6c86c6988e2e,e7c14078-b85e-40b8-9f56-9474543905eb.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-BF-A5ER,b44cced8-88db-4769-a1b0-b09d28558277
f0a81e8e-5ada-46dd-b4a3-de6f9cb9f04a,0edf46a2-3dfb-4bae-b642-281e05975bd1.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FS-A1ZC,b1739cb5-09bc-414a-8f05-c66d2cb9868d
8fe8d73d-2aef-4bfe-adf1-f0a0d0fa2692,065d8d7a-c241-4a24-8f77-2cb5a4341f35.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-GN-A4U9,ab7eb3ec-bd87-4e49-9010-b51b17148f7c
a3b94365-2a03-4dff-a776-c97c74273d54,52ed30fb-f32a-4b5b-9ab6-e67438e9da8f.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-D9-A3Z4,c4ed9e22-b5d7-4469-89a8-861a86791c8b
fea970e9-b09c-439c-9b4c-da5f5331643a,264656b8-d45c-4f5c-a431-366c566296fe.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-GN-A262,e36c9411-773b-4a8e-9b43-895b3cb044c7
cdcbb78a-d1e1-4422-b38b-ef7b6f044f53,f5e6497a-ed39-408d-9034-a965baaafbf7.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-FS-A1ZS,31e94518-f6dd-4458-94d8-dda3cc7a0831
c8d806cf-3298-4072-b800-19e9faa14f5c,c756a64a-a436-4d25-a9cf-a023b1d8a7a3.rna_seq.augmented_star_gene_counts.tsv,4.2,TCGA-ER-A3EV,e35be832-6972-4677-b985-02e90d51141a
